COLORS,PRODUCTS,REGIONS,time,unit_retail,unit_cost,units_sold,units_returned,income_$,return_$
Blue,Notebooks,Northern,9,5.9,4.76,1114,190,6572.6,1121.0
Blue,Notebooks,Northern,10,5.9,4.76,9578,4673,56510.2,27570.7
Blue,Notebooks,Northern,11,5.9,4.76,8779,1372,51796.1,8094.8
Blue,Notebooks,Northern,12,5.9,4.76,1376,1073,8118.4,6330.7
Yellow,Notebooks,Northern,1,8.55,1.46,1870,1498,15988.5,12807.9
Yellow,Notebooks,Northern,2,8.55,1.46,3047,888,26051.85,7592.4
Yellow,Notebooks,Northern,3,8.55,1.46,5855,1916,50060.25,16381.8
Yellow,Notebooks,Northern,4,8.55,1.46,8166,1679,69819.3,14355.45
Yellow,Notebooks,Northern,5,8.55,1.46,2826,966,24162.3,8259.3
Yellow,Notebooks,Northern,6,8.55,1.46,7361,6644,62936.55,56806.2
Yellow,Notebooks,Northern,7,8.55,1.46,8101,3991,69263.55,34123.05
Yellow,Notebooks,Northern,8,8.55,1.46,4081,1378,34892.55,11781.9
Yellow,Notebooks,Northern,9,8.55,1.46,5242,1395,44819.1,11927.25
Yellow,Notebooks,Northern,10,8.55,1.46,1737,233,14851.35,1992.15
Yellow,Notebooks,Northern,11,8.55,1.46,2542,1000,21734.1,8550.0
Yellow,Notebooks,Northern,12,8.55,1.46,422,135,3608.1,1154.25
Green,Notebooks,Northern,1,7.73,3.57,997,858,7706.81,6632.34
Green,Notebooks,Northern,2,7.73,3.57,3777,2630,29196.21,20329.9
Green,Notebooks,Northern,3,7.73,3.57,8759,4743,67707.07,36663.39
Green,Notebooks,Northern,4,7.73,3.57,7459,6405,57658.07,49510.65
Green,Notebooks,Northern,5,7.73,3.57,451,23,3486.23,177.79
Green,Notebooks,Northern,6,7.73,3.57,7927,7912,61275.71,61159.76
Green,Notebooks,Northern,7,7.73,3.57,8556,6195,66137.88,47887.35
Green,Notebooks,Northern,8,7.73,3.57,5125,2094,39616.25,16186.62
Green,Notebooks,Northern,9,7.73,3.57,2760,1199,21334.8,9268.27
Green,Notebooks,Northern,10,7.73,3.57,3162,2255,24442.26,17431.15
Green,Notebooks,Northern,11,7.73,3.57,7014,1263,54218.22,9762.99
Green,Notebooks,Northern,12,7.73,3.57,2898,384,22401.54,2968.32
Red,Paperclips,Northern,1,6.06,5.57,947,31,5738.82,187.86
Red,Paperclips,Northern,2,6.06,5.57,9134,7649,55352.04,46352.94
Red,Paperclips,Northern,3,6.06,5.57,3046,1248,18458.76,7562.88
Red,Paperclips,Northern,4,6.06,5.57,2004,80,12144.24,484.8
Red,Paperclips,Northern,5,6.06,5.57,3314,613,20082.84,3714.78
Red,Paperclips,Northern,6,6.06,5.57,8795,4658,53297.7,28227.48
Red,Paperclips,Northern,7,6.06,5.57,2184,1065,13235.04,6453.9
Red,Paperclips,Northern,8,6.06,5.57,9444,6116,57230.64,37062.96
Red,Paperclips,Northern,9,6.06,5.57,1205,458,7302.3,2775.48
Red,Paperclips,Northern,10,6.06,5.57,68,22,412.08,133.32
Red,Paperclips,Northern,11,6.06,5.57,2935,1092,17786.1,6617.52
Red,Paperclips,Northern,12,6.06,5.57,8615,7253,52206.9,43953.18
Blue,Paperclips,Northern,1,6.25,3.5,7235,1361,45218.75,8506.25
Blue,Paperclips,Northern,2,6.25,3.5,2031,425,12693.75,2656.25
Blue,Paperclips,Northern,3,6.25,3.5,3904,2267,24400.0,14168.75
Blue,Paperclips,Northern,4,6.25,3.5,9340,6565,58375.0,41031.25
Blue,Paperclips,Northern,5,6.25,3.5,8827,8236,55168.75,51475.0
Blue,Paperclips,Northern,6,6.25,3.5,3778,1828,23612.5,11425.0
Blue,Paperclips,Northern,7,6.25,3.5,2772,915,17325.0,5718.75
Blue,Paperclips,Northern,8,6.25,3.5,7080,792,44250.0,4950.0
Blue,Paperclips,Northern,9,6.25,3.5,7773,7159,48581.25,44743.75
Blue,Paperclips,Northern,10,6.25,3.5,6467,2084,40418.75,13025.0
Blue,Paperclips,Northern,11,6.25,3.5,596,243,3725.0,1518.75
Blue,Paperclips,Northern,12,6.25,3.5,4932,714,30825.0,4462.5
Yellow,Paperclips,Northern,1,6.01,3.6,2179,38,13095.79,228.38
Yellow,Paperclips,Northern,2,6.01,3.6,8358,3704,50231.58,22261.04
Yellow,Paperclips,Northern,3,6.01,3.6,8136,6641,48897.36,39912.41
Yellow,Paperclips,Northern,4,6.01,3.6,2419,1315,14538.19,7903.15
Yellow,Paperclips,Northern,5,6.01,3.6,2852,719,17140.52,4321.19
Yellow,Paperclips,Northern,6,6.01,3.6,7711,2647,46343.11,15908.47
Yellow,Paperclips,Northern,7,6.01,3.6,7772,5193,46709.72,31209.93
Yellow,Paperclips,Northern,8,6.01,3.6,4211,1312,25308.11,7885.12
Yellow,Paperclips,Northern,9,6.01,3.6,4322,3562,25975.22,21407.62
Yellow,Paperclips,Northern,10,6.01,3.6,2862,2059,17200.62,12374.59
Yellow,Paperclips,Northern,11,6.01,3.6,7732,7076,46469.32,42526.76
Yellow,Paperclips,Northern,12,6.01,3.6,1450,969,8714.5,5823.69
Green,Paperclips,Northern,1,6.49,5.94,8659,7082,56196.91,45962.18
Green,Paperclips,Northern,2,6.49,5.94,6638,6237,43080.62,40478.13
Green,Paperclips,Northern,3,6.49,5.94,9203,2300,59727.47,14927.0
Green,Paperclips,Northern,4,6.49,5.94,4031,557,26161.19,3614.93
Green,Paperclips,Northern,5,6.49,5.94,880,722,5711.2,4685.78
Green,Paperclips,Northern,6,6.49,5.94,9829,2244,63790.21,14563.56
Green,Paperclips,Northern,7,6.49,5.94,5815,4601,37739.35,29860.49
Green,Paperclips,Northern,8,6.49,5.94,8947,8208,58066.03,53269.92
Green,Paperclips,Northern,9,6.49,5.94,2105,2002,13661.45,12992.98
Green,Paperclips,Northern,10,6.49,5.94,7335,2358,47604.15,15303.42
Green,Paperclips,Northern,11,6.49,5.94,6307,3062,40932.43,19872.38
Green,Paperclips,Northern,12,6.49,5.94,8831,5185,57313.19,33650.65
Red,Ink,Northern,1,7.52,2.05,2604,252,19582.08,1895.04
Red,Ink,Northern,2,7.52,2.05,126,52,947.52,391.04
Red,Ink,Northern,3,7.52,2.05,4096,1523,30801.92,11452.96
Red,Ink,Northern,4,7.52,2.05,3786,2830,28470.72,21281.6
Red,Ink,Northern,5,7.52,2.05,9406,2403,70733.12,18070.56
Red,Ink,Northern,6,7.52,2.05,4787,2623,35998.24,19724.96
Red,Ink,Northern,7,7.52,2.05,1190,171,8948.8,1285.92
Red,Ink,Northern,8,7.52,2.05,642,345,4827.84,2594.4
Red,Ink,Northern,9,7.52,2.05,5279,1210,39698.08,9099.2
Red,Ink,Northern,10,7.52,2.05,1750,1617,13160.0,12159.84
Red,Ink,Northern,11,7.52,2.05,293,178,2203.36,1338.56
Red,Ink,Northern,12,7.52,2.05,5467,1141,41111.84,8580.32
Blue,Ink,Northern,1,5.8,3.19,5708,4780,33106.4,27724.0
Blue,Ink,Northern,2,5.8,3.19,9473,9352,54943.4,54241.6
Blue,Ink,Northern,3,5.8,3.19,2157,1077,12510.6,6246.6
Blue,Ink,Northern,4,5.8,3.19,8246,4894,47826.8,28385.2
Blue,Ink,Northern,5,5.8,3.19,775,58,4495.0,336.4
Blue,Ink,Northern,6,5.8,3.19,4127,2454,23936.6,14233.2
Blue,Ink,Northern,7,5.8,3.19,8202,1365,47571.6,7917.0
Blue,Ink,Northern,8,5.8,3.19,2710,1522,15718.0,8827.6
Blue,Ink,Northern,9,5.8,3.19,8484,816,49207.2,4732.8
Blue,Ink,Northern,10,5.8,3.19,3764,2962,21831.2,17179.6
Blue,Ink,Northern,11,5.8,3.19,3530,3527,20474.0,20456.6
Blue,Ink,Northern,12,5.8,3.19,3477,2738,20166.6,15880.4
Yellow,Ink,Northern,1,7.94,5.83,9431,7930,74882.14,62964.2
Yellow,Ink,Northern,2,7.94,5.83,1633,1420,12966.02,11274.8
Yellow,Ink,Northern,3,7.94,5.83,5001,609,39707.94,4835.46
Yellow,Ink,Northern,4,7.94,5.83,5694,5351,45210.36,42486.94
Yellow,Ink,Northern,5,7.94,5.83,7581,7058,60193.14,56040.52
Yellow,Ink,Northern,6,7.94,5.83,9337,4570,74135.78,36285.8
Yellow,Ink,Northern,7,7.94,5.83,2281,1724,18111.14,13688.56
Yellow,Ink,Northern,8,7.94,5.83,2123,705,16856.62,5597.7
Yellow,Ink,Northern,9,7.94,5.83,7861,2206,62416.34,17515.64
Yellow,Ink,Northern,10,7.94,5.83,7321,1509,58128.74,11981.46
Yellow,Ink,Northern,11,7.94,5.83,2986,2172,23708.84,17245.68
Yellow,Ink,Northern,12,7.94,5.83,9324,575,74032.56,4565.5
Green,Ink,Northern,1,7.25,1.76,6584,5808,47734.0,42108.0
Green,Ink,Northern,2,7.25,1.76,2959,1264,21452.75,9164.0
Green,Ink,Northern,3,7.25,1.76,5934,1997,43021.5,14478.25
Green,Ink,Northern,4,7.25,1.76,6335,768,45928.75,5568.0
Green,Ink,Northern,5,7.25,1.76,7440,6466,53940.0,46878.5
Green,Ink,Northern,6,7.25,1.76,9456,9083,68556.0,65851.75
Green,Ink,Northern,7,7.25,1.76,5024,3778,36424.0,27390.5
Green,Ink,Northern,8,7.25,1.76,316,245,2291.0,1776.25
Green,Ink,Northern,9,7.25,1.76,5187,3486,37605.75,25273.5
Green,Ink,Northern,10,7.25,1.76,7449,372,54005.25,2697.0
Green,Ink,Northern,11,7.25,1.76,1052,783,7627.0,5676.75
Green,Ink,Northern,12,7.25,1.76,3550,2261,25737.5,16392.25
Red,Paper,Northern,1,8.51,2.69,991,849,8433.41,7224.99
Red,Paper,Northern,2,8.51,2.69,142,114,1208.42,970.14
Red,Paper,Northern,3,8.51,2.69,4260,3927,36252.6,33418.77
Red,Paper,Northern,4,8.51,2.69,7921,557,67407.71,4740.07
Red,Paper,Northern,5,8.51,2.69,9321,8271,79321.71,70386.21
Red,Paper,Northern,6,8.51,2.69,4901,2621,41707.51,22304.71
Red,Paper,Northern,7,8.51,2.69,1947,1679,16568.97,14288.29
Red,Paper,Northern,8,8.51,2.69,8618,6466,73339.18,55025.66
Red,Paper,Northern,9,8.51,2.69,2458,1571,20917.58,13369.21
Red,Paper,Northern,10,8.51,2.69,6803,4085,57893.53,34763.35
Red,Paper,Northern,11,8.51,2.69,941,259,8007.91,2204.09
Red,Paper,Northern,12,8.51,2.69,2377,1762,20228.27,14994.62
Blue,Paper,Northern,1,7.52,3.43,9167,8282,68935.84,62280.64
Blue,Paper,Northern,2,7.52,3.43,866,32,6512.32,240.64
Blue,Paper,Northern,3,7.52,3.43,875,599,6580.0,4504.48
Blue,Paper,Northern,4,7.52,3.43,4429,1095,33306.08,8234.4
Blue,Paper,Northern,5,7.52,3.43,4488,2132,33749.76,16032.64
Blue,Paper,Northern,6,7.52,3.43,4720,1913,35494.4,14385.76
Blue,Paper,Northern,7,7.52,3.43,9744,8381,73274.88,63025.12
Blue,Paper,Northern,8,7.52,3.43,3446,2724,25913.92,20484.48
Blue,Paper,Northern,9,7.52,3.43,6130,1305,46097.6,9813.6
Blue,Paper,Northern,10,7.52,3.43,2146,1395,16137.92,10490.4
Blue,Paper,Northern,11,7.52,3.43,3374,1141,25372.48,8580.32
Blue,Paper,Northern,12,7.52,3.43,6749,5366,50752.48,40352.32
Yellow,Paper,Northern,1,9.56,5.88,5738,5459,54855.28,52188.04
Yellow,Paper,Northern,2,9.56,5.88,9985,7754,95456.6,74128.24
Yellow,Paper,Northern,3,9.56,5.88,2560,1589,24473.6,15190.84
Yellow,Paper,Northern,4,9.56,5.88,6963,339,66566.28,3240.84
Yellow,Paper,Northern,5,9.56,5.88,7687,6839,73487.72,65380.84
Yellow,Paper,Northern,6,9.56,5.88,1470,732,14053.2,6997.92
Yellow,Paper,Northern,7,9.56,5.88,6669,4344,63755.64,41528.64
Yellow,Paper,Northern,8,9.56,5.88,6896,1365,65925.76,13049.4
Yellow,Paper,Northern,9,9.56,5.88,1427,330,13642.12,3154.8
Yellow,Paper,Northern,10,9.56,5.88,517,304,4942.52,2906.24
Yellow,Paper,Northern,11,9.56,5.88,2194,12,20974.64,114.72
Yellow,Paper,Northern,12,9.56,5.88,9394,5134,89806.64,49081.04
Green,Paper,Northern,1,6.65,5.82,5253,3397,34932.45,22590.05
Green,Paper,Northern,2,6.65,5.82,940,435,6251.0,2892.75
Green,Paper,Northern,3,6.65,5.82,4690,3135,31188.5,20847.75
Green,Paper,Northern,4,6.65,5.82,9090,8797,60448.5,58500.05
Green,Paper,Northern,5,6.65,5.82,449,147,2985.85,977.55
Green,Paper,Northern,6,6.65,5.82,8341,4982,55467.65,33130.3
Green,Paper,Northern,7,6.65,5.82,9964,6816,66260.6,45326.4
Green,Paper,Northern,8,6.65,5.82,192,192,1276.8,1276.8
Green,Paper,Northern,9,6.65,5.82,1929,1028,12827.85,6836.2
Green,Paper,Northern,10,6.65,5.82,7710,4965,51271.5,33017.25
Green,Paper,Northern,11,6.65,5.82,7810,4639,51936.5,30849.35
Green,Paper,Northern,12,6.65,5.82,3049,1292,20275.85,8591.8
Red,Knick-knacks,Northern,1,7.2,6.14,1235,362,8892.0,2606.4
Red,Knick-knacks,Northern,2,7.2,6.14,1710,899,12312.0,6472.8
Red,Knick-knacks,Northern,3,7.2,6.14,9891,2218,71215.2,15969.6
Red,Knick-knacks,Northern,4,7.2,6.14,6458,292,46497.6,2102.4
Red,Knick-knacks,Northern,5,7.2,6.14,9582,7069,68990.4,50896.8
Red,Knick-knacks,Northern,6,7.2,6.14,8138,1410,58593.6,10152.0
Red,Knick-knacks,Northern,7,7.2,6.14,675,472,4860.0,3398.4
Red,Knick-knacks,Northern,8,7.2,6.14,2804,1848,20188.8,13305.6
Red,Knick-knacks,Northern,9,7.2,6.14,6313,4412,45453.6,31766.4
Red,Knick-knacks,Northern,10,7.2,6.14,6946,2472,50011.2,17798.4
Red,Knick-knacks,Northern,11,7.2,6.14,6125,3863,44100.0,27813.6
Red,Knick-knacks,Northern,12,7.2,6.14,1917,991,13802.4,7135.2
Blue,Knick-knacks,Northern,1,9.17,7.92,2720,1675,24942.4,15359.75
Blue,Knick-knacks,Northern,2,9.17,7.92,20,3,183.4,27.51
Blue,Knick-knacks,Northern,3,9.17,7.92,3587,1797,32892.79,16478.49
Blue,Knick-knacks,Northern,4,9.17,7.92,4430,1781,40623.1,16331.77
Blue,Knick-knacks,Northern,5,9.17,7.92,377,134,3457.09,1228.78
Blue,Knick-knacks,Northern,6,9.17,7.92,7602,1603,69710.34,14699.51
Blue,Knick-knacks,Northern,7,9.17,7.92,3804,124,34882.68,1137.08
Blue,Knick-knacks,Northern,8,9.17,7.92,7809,6364,71608.53,58357.88
Blue,Knick-knacks,Northern,9,9.17,7.92,4828,1952,44272.76,17899.84
Blue,Knick-knacks,Northern,10,9.17,7.92,3192,2954,29270.64,27088.18
Blue,Knick-knacks,Northern,11,9.17,7.92,7740,6612,70975.8,60632.04
Blue,Knick-knacks,Northern,12,9.17,7.92,8333,2524,76413.61,23145.08
Yellow,Knick-knacks,Northern,1,5.77,1.11,5277,3438,30448.29,19837.26
Yellow,Knick-knacks,Northern,2,5.77,1.11,9682,6888,55865.14,39743.76
Yellow,Knick-knacks,Northern,3,5.77,1.11,6858,680,39570.66,3923.6
Yellow,Knick-knacks,Northern,4,5.77,1.11,1102,133,6358.54,767.41
Yellow,Knick-knacks,Northern,5,5.77,1.11,9271,4765,53493.67,27494.05
Yellow,Knick-knacks,Northern,6,5.77,1.11,727,227,4194.79,1309.79
Yellow,Knick-knacks,Northern,7,5.77,1.11,6027,5864,34775.79,33835.28
Yellow,Knick-knacks,Northern,8,5.77,1.11,6270,4134,36177.9,23853.18
Yellow,Knick-knacks,Northern,9,5.77,1.11,4566,3138,26345.82,18106.26
Yellow,Knick-knacks,Northern,10,5.77,1.11,4562,395,26322.74,2279.15
Yellow,Knick-knacks,Northern,11,5.77,1.11,6573,460,37926.21,2654.2
Yellow,Knick-knacks,Northern,12,5.77,1.11,3492,1053,20148.84,6075.81
Green,Knick-knacks,Northern,1,7.48,4.27,7263,521,54327.24,3897.08
Green,Knick-knacks,Northern,2,7.48,4.27,7541,3114,56406.68,23292.72
Green,Knick-knacks,Northern,3,7.48,4.27,9682,4914,72421.36,36756.72
Green,Knick-knacks,Northern,4,7.48,4.27,9937,2492,74328.76,18640.16
Green,Knick-knacks,Northern,5,7.48,4.27,4941,2669,36958.68,19964.12
Green,Knick-knacks,Northern,6,7.48,4.27,134,76,1002.32,568.48
Green,Knick-knacks,Northern,7,7.48,4.27,8188,4191,61246.24,31348.68
Green,Knick-knacks,Northern,8,7.48,4.27,3386,1215,25327.28,9088.2
Green,Knick-knacks,Northern,9,7.48,4.27,6148,3138,45987.04,23472.24
Green,Knick-knacks,Northern,10,7.48,4.27,2487,984,18602.76,7360.32
Green,Knick-knacks,Northern,11,7.48,4.27,6618,6377,49502.64,47699.96
Green,Knick-knacks,Northern,12,7.48,4.27,9486,4235,70955.28,31677.8
Red,Tape Dispensers,Southern,1,9.79,5.12,1864,861,18248.56,8429.19
Red,Tape Dispensers,Southern,2,9.79,5.12,3862,1721,37808.98,16848.59
Red,Tape Dispensers,Southern,3,9.79,5.12,1870,915,18307.3,8957.85
Red,Tape Dispensers,Southern,4,9.79,5.12,836,141,8184.44,1380.39
Red,Tape Dispensers,Southern,5,9.79,5.12,8179,4191,80072.41,41029.89
Red,Tape Dispensers,Southern,6,9.79,5.12,177,84,1732.83,822.36
Red,Tape Dispensers,Southern,7,9.79,5.12,8062,7024,78926.98,68764.96
Red,Tape Dispensers,Southern,8,9.79,5.12,5086,2025,49791.94,19824.75
Red,Tape Dispensers,Southern,9,9.79,5.12,8770,3670,85858.3,35929.3
Red,Tape Dispensers,Southern,10,9.79,5.12,2078,1312,20343.62,12844.48
Red,Tape Dispensers,Southern,11,9.79,5.12,3314,2442,32444.06,23907.18
Red,Tape Dispensers,Southern,12,9.79,5.12,5438,3490,53238.02,34167.1
Blue,Tape Dispensers,Southern,1,6.58,2.08,394,113,2592.52,743.54
Blue,Tape Dispensers,Southern,2,6.58,2.08,4878,1909,32097.24,12561.22
Blue,Tape Dispensers,Southern,3,6.58,2.08,7898,2299,51968.84,15127.42
Blue,Tape Dispensers,Southern,4,6.58,2.08,4584,2800,30162.72,18424.0
Blue,Tape Dispensers,Southern,5,6.58,2.08,725,1,4770.5,6.58
Blue,Tape Dispensers,Southern,6,6.58,2.08,8109,1746,53357.22,11488.68
Blue,Tape Dispensers,Southern,7,6.58,2.08,5018,4813,33018.44,31669.54
Blue,Tape Dispensers,Southern,8,6.58,2.08,8090,5685,53232.2,37407.3
Blue,Tape Dispensers,Southern,9,6.58,2.08,6546,208,43072.68,1368.64
Blue,Tape Dispensers,Southern,10,6.58,2.08,2501,2218,16456.58,14594.44
Blue,Tape Dispensers,Southern,11,6.58,2.08,1742,1675,11462.36,11021.5
Blue,Tape Dispensers,Southern,12,6.58,2.08,1384,58,9106.72,381.64
Yellow,Tape Dispensers,Southern,1,5.07,3.43,904,499,4583.28,2529.93
Yellow,Tape Dispensers,Southern,2,5.07,3.43,7952,2766,40316.64,14023.62
Yellow,Tape Dispensers,Southern,3,5.07,3.43,3650,1585,18505.5,8035.95
Yellow,Tape Dispensers,Southern,4,5.07,3.43,4259,1710,21593.13,8669.7
Yellow,Tape Dispensers,Southern,5,5.07,3.43,2935,477,14880.45,2418.39
Yellow,Tape Dispensers,Southern,6,5.07,3.43,5464,4740,27702.48,24031.8
Yellow,Tape Dispensers,Southern,7,5.07,3.43,827,66,4192.89,334.62
Yellow,Tape Dispensers,Southern,8,5.07,3.43,6467,5484,32787.69,27803.88
Yellow,Tape Dispensers,Southern,9,5.07,3.43,3622,3347,18363.54,16969.29
Yellow,Tape Dispensers,Southern,10,5.07,3.43,631,509,3199.17,2580.63
Yellow,Tape Dispensers,Southern,11,5.07,3.43,8997,6489,45614.79,32899.23
Yellow,Tape Dispensers,Southern,12,5.07,3.43,2510,1358,12725.7,6885.06
Green,Tape Dispensers,Southern,1,7.98,5.69,1809,1277,14435.82,10190.46
Green,Tape Dispensers,Southern,2,7.98,5.69,1219,875,9727.62,6982.5
Green,Tape Dispensers,Southern,3,7.98,5.69,5855,412,46722.9,3287.76
Green,Tape Dispensers,Southern,4,7.98,5.69,7235,2045,57735.3,16319.1
Green,Tape Dispensers,Southern,5,7.98,5.69,5916,5018,47209.68,40043.64
Green,Tape Dispensers,Southern,6,7.98,5.69,5164,2873,41208.72,22926.54
Green,Tape Dispensers,Southern,7,7.98,5.69,6559,4480,52340.82,35750.4
Green,Tape Dispensers,Southern,8,7.98,5.69,9849,7856,78595.02,62690.88
Green,Tape Dispensers,Southern,9,7.98,5.69,9813,2389,78307.74,19064.22
Green,Tape Dispensers,Southern,10,7.98,5.69,1530,1223,12209.4,9759.54
Green,Tape Dispensers,Southern,11,7.98,5.69,9931,5519,79249.38,44041.62
Green,Tape Dispensers,Southern,12,7.98,5.69,1741,1410,13893.18,11251.8
Red,Staplers,Southern,1,6.81,5.33,6213,1082,42310.53,7368.42
Red,Staplers,Southern,2,6.81,5.33,5384,364,36665.04,2478.84
Red,Staplers,Southern,3,6.81,5.33,117,108,796.77,735.48
Red,Staplers,Southern,4,6.81,5.33,9912,6445,67500.72,43890.45
Red,Staplers,Southern,5,6.81,5.33,9296,322,63305.76,2192.82
Red,Staplers,Southern,6,6.81,5.33,2490,1298,16956.9,8839.38
Red,Staplers,Southern,7,6.81,5.33,234,95,1593.54,646.95
Red,Staplers,Southern,8,6.81,5.33,4456,3180,30345.36,21655.8
Red,Staplers,Southern,9,6.81,5.33,5326,2354,36270.06,16030.74
Red,Staplers,Southern,10,6.81,5.33,7650,4442,52096.5,30250.02
Red,Staplers,Southern,11,6.81,5.33,7391,3581,50332.71,24386.61
Red,Staplers,Southern,12,6.81,5.33,5122,3899,34880.82,26552.19
Blue,Staplers,Southern,1,8.65,4.72,3473,1785,30041.45,15440.25
Blue,Staplers,Southern,2,8.65,4.72,3078,1001,26624.7,8658.65
Blue,Staplers,Southern,3,8.65,4.72,7246,4643,62677.9,40161.95
Blue,Staplers,Southern,4,8.65,4.72,1119,679,9679.35,5873.35
Blue,Staplers,Southern,5,8.65,4.72,6496,3716,56190.4,32143.4
Blue,Staplers,Southern,6,8.65,4.72,989,483,8554.85,4177.95
Blue,Staplers,Southern,7,8.65,4.72,3969,1268,34331.85,10968.2
Blue,Staplers,Southern,8,8.65,4.72,4959,1046,42895.35,9047.9
Blue,Staplers,Southern,9,8.65,4.72,4714,3964,40776.1,34288.6
Blue,Staplers,Southern,10,8.65,4.72,4553,1860,39383.45,16089.0
Blue,Staplers,Southern,11,8.65,4.72,882,241,7629.3,2084.65
Blue,Staplers,Southern,12,8.65,4.72,2529,1488,21875.85,12871.2
Yellow,Staplers,Southern,1,5.32,1.18,8341,5810,44374.12,30909.2
Yellow,Staplers,Southern,2,5.32,1.18,5190,3052,27610.8,16236.64
Yellow,Staplers,Southern,3,5.32,1.18,1200,240,6384.0,1276.8
Yellow,Staplers,Southern,4,5.32,1.18,4752,3941,25280.64,20966.12
Yellow,Staplers,Southern,5,5.32,1.18,236,201,1255.52,1069.32
Yellow,Staplers,Southern,6,5.32,1.18,6779,319,36064.28,1697.08
Yellow,Staplers,Southern,7,5.32,1.18,381,302,2026.92,1606.64
Yellow,Staplers,Southern,8,5.32,1.18,7754,329,41251.28,1750.28
Yellow,Staplers,Southern,9,5.32,1.18,6951,3929,36979.32,20902.28
Yellow,Staplers,Southern,10,5.32,1.18,7831,4741,41660.92,25222.12
Yellow,Staplers,Southern,11,5.32,1.18,3892,1927,20705.44,10251.64
Yellow,Staplers,Southern,12,5.32,1.18,6773,2831,36032.36,15060.92
Green,Staplers,Southern,1,8.87,6.51,3868,1540,34309.16,13659.8
Green,Staplers,Southern,2,8.87,6.51,961,586,8524.07,5197.82
Green,Staplers,Southern,3,8.87,6.51,1247,1066,11060.89,9455.42
Green,Staplers,Southern,4,8.87,6.51,242,1,2146.54,8.87
Green,Staplers,Southern,5,8.87,6.51,1528,561,13553.36,4976.07
Green,Staplers,Southern,6,8.87,6.51,9661,1903,85693.07,16879.61
Green,Staplers,Southern,7,8.87,6.51,9107,4152,80779.09,36828.24
Green,Staplers,Southern,8,8.87,6.51,3504,1457,31080.48,12923.59
Green,Staplers,Southern,9,8.87,6.51,9829,1581,87183.23,14023.47
Green,Staplers,Southern,10,8.87,6.51,6901,271,61211.87,2403.77
Green,Staplers,Southern,11,8.87,6.51,2533,1456,22467.71,12914.72
Green,Staplers,Southern,12,8.87,6.51,4939,2770,43808.93,24569.9
Red,Erasers,Southern,1,9.13,2.57,5965,2151,54460.45,19638.63
Red,Erasers,Southern,2,9.13,2.57,4626,2633,42235.38,24039.29
Red,Erasers,Southern,3,9.13,2.57,2228,88,20341.64,803.44
Red,Erasers,Southern,4,9.13,2.57,1890,345,17255.7,3149.85
Red,Erasers,Southern,5,9.13,2.57,9131,7864,83366.03,71798.32
Red,Erasers,Southern,6,9.13,2.57,8498,1109,77586.74,10125.17
Red,Erasers,Southern,7,9.13,2.57,8214,6725,74993.82,61399.25
Red,Erasers,Southern,8,9.13,2.57,8542,3531,77988.46,32238.03
Red,Erasers,Southern,9,9.13,2.57,4599,4238,41988.87,38692.94
Red,Erasers,Southern,10,9.13,2.57,4151,2178,37898.63,19885.14
Red,Erasers,Southern,11,9.13,2.57,323,139,2948.99,1269.07
Red,Erasers,Southern,12,9.13,2.57,2815,2762,25700.95,25217.06
Blue,Erasers,Southern,1,5.87,1.06,2256,728,13242.72,4273.36
Blue,Erasers,Southern,2,5.87,1.06,7168,7126,42076.16,41829.62
Blue,Erasers,Southern,3,5.87,1.06,117,66,686.79,387.42
Blue,Erasers,Southern,4,5.87,1.06,1798,1075,10554.26,6310.25
Blue,Erasers,Southern,5,5.87,1.06,5038,3570,29573.06,20955.9
Blue,Erasers,Southern,6,5.87,1.06,8804,1962,51679.48,11516.94
Blue,Erasers,Southern,7,5.87,1.06,1258,969,7384.46,5688.03
Blue,Erasers,Southern,8,5.87,1.06,4856,4421,28504.72,25951.27
Blue,Erasers,Southern,9,5.87,1.06,1854,602,10882.98,3533.74
Blue,Erasers,Southern,10,5.87,1.06,4130,2564,24243.1,15050.68
Blue,Erasers,Southern,11,5.87,1.06,2662,883,15625.94,5183.21
Blue,Erasers,Southern,12,5.87,1.06,7599,6219,44606.13,36505.53
Yellow,Erasers,Southern,1,9.62,2.02,9704,352,93352.48,3386.24
Yellow,Erasers,Southern,2,9.62,2.02,4254,3538,40923.48,34035.56
Yellow,Erasers,Southern,3,9.62,2.02,5988,4970,57604.56,47811.4
Yellow,Erasers,Southern,4,9.62,2.02,8475,1757,81529.5,16902.34
Yellow,Erasers,Southern,5,9.62,2.02,774,48,7445.88,461.76
Yellow,Erasers,Southern,6,9.62,2.02,9457,972,90976.34,9350.64
Yellow,Erasers,Southern,7,9.62,2.02,9677,4398,93092.74,42308.76
Yellow,Erasers,Southern,8,9.62,2.02,4527,3097,43549.74,29793.14
Yellow,Erasers,Southern,9,9.62,2.02,8536,5637,82116.32,54227.94
Yellow,Erasers,Southern,10,9.62,2.02,7071,2033,68023.02,19557.46
Yellow,Erasers,Southern,11,9.62,2.02,2559,131,24617.58,1260.22
Yellow,Erasers,Southern,12,9.62,2.02,9485,1211,91245.7,11649.82
Green,Erasers,Southern,1,6.6,3.16,3975,3769,26235.0,24875.4
Green,Erasers,Southern,2,6.6,3.16,7504,270,49526.4,1782.0
Green,Erasers,Southern,3,6.6,3.16,4513,2315,29785.8,15279.0
Green,Erasers,Southern,4,6.6,3.16,8074,2198,53288.4,14506.8
